VendaID,Data,ClienteID,ProdutoID,Canal,Forma_Pagamento,Status,Quantidade,Preco_Unit,Desconto_Perc,Receita_Bruta,Receita_Liquida,Custo_Total,Lucro,Cidade,UF,Segmento_Cliente
V000972,2024-08-21,C000235,P000992,Online,Débito,Entregue,3,11.18,0.081,33.54,30.82,25.59,5.23,Jaboatão dos Guararapes,PE,Premium
V035853,2025-04-04,C001310,P000781,Loja Física,Crédito,Entregue,3,21.25,0.134,63.75,55.21,38.01,17.2,Feira de Santana,BA,Atacado
V012131,2024-11-13,C001161,P000770,Online,Crédito,Entregue,4,20.28,0.153,81.12,68.71,51.52,17.19,Contagem,MG,Premium
V011462,2024-10-06,C000571,P000456,Online,Crédito,Entregue,3,12.87,0.183,38.61,31.54,26.79,4.75,Gama,DF,Corporate
V018695,2024-08-14,C001463,P000998,Loja Física,Crédito,Entregue,2,15.33,0.218,30.66,23.98,21.2,2.78,Niterói,RJ,Corporate
V044136,2025-01-06,C000939,P000947,Loja Física,Pix,Entregue,1,12.01,0.314,12.01,8.24,9.51,-1.27,Salvador,BA,Corporate
V011049,2024-04-30,C001322,P000748,Online,Crédito,Entregue,1,26.11,0.35,26.11,16.97,14.78,2.19,Maracanaú,CE,Varejo
V018127,2025-05-22,C000970,P000750,Online,Pix,Entregue,4,11.36,0.275,45.44,32.94,27.48,5.46,Campinas,SP,Premium
V006527,2024-06-19,C001437,P000177,Televendas,Pix,Cancelado,4,17.22,0.04,68.88,66.12,38.48,27.64,São Paulo,SP,Varejo
V035963,2024-05-14,C000216,P001107,Online,Crédito,Entregue,6,49.23,0.091,295.38,268.5,231.54,36.96,Recife,PE,Varejo
V002133,2024-05-24,C000424,P000945,Online,Crédito,Cancelado,4,16.64,0.158,66.56,56.04,47.56,8.48,Curitiba,PR,Varejo
V032291,2025-06-25,C000747,P000503,Loja Física,Pix,Entregue,4,21.14,0.194,84.56,68.16,49.0,19.16,Campos dos Goytacazes,RJ,Corporate
V011225,2024-11-23,C000767,P000979,Loja Física,Crédito,Entregue,2,18.14,0.111,36.28,32.25,20.0,12.25,Juiz de Fora,MG,Corporate
V049691,2025-03-09,C000959,P000202,Online,Pix,Entregue,1,37.98,0.188,37.98,30.84,22.37,8.47,Feira de Santana,BA,Varejo
V002373,2025-04-08,C001440,P000193,Loja Física,Crédito,Devolvido,2,18.48,0.096,36.96,33.41,20.2,13.21,Niterói,RJ,Varejo
V019000,2024-06-10,C000006,P000766,Online,Crédito,Entregue,4,35.06,0.293,140.24,99.15,104.28,-5.13,Salvador,BA,Varejo
V006485,2024-01-30,C000820,P001129,Online,Débito,Entregue,2,25.39,0.032,50.78,49.16,32.96,16.2,Belo Horizonte,MG,Varejo
V018254,2025-04-19,C000931,P000230,Online,Crédito,Entregue,3,11.34,0.048,34.02,32.39,21.63,10.76,Blumenau,SC,Varejo
V038924,2024-12-16,C000499,P001193,Online,Pix,Entregue,5,14.44,0.298,72.2,50.68,48.25,2.43,Camaçari,BA,Varejo
V008616,2024-11-02,C000287,P001134,Marketplace,Crédito,Entregue,2,20.35,0.24,40.7,30.93,22.58,8.35,Salvador,BA,Varejo
V028323,2024-08-28,C000076,P000068,Online,Crédito,Entregue,4,20.93,0.193,83.72,67.56,51.36,16.2,Caruaru,PE,Atacado
V036524,2024-07-09,C000997,P000838,Online,Crédito,Entregue,1,9.06,0.234,9.06,6.94,5.28,1.66,Caucaia,CE,Varejo
V008579,2025-05-18,C000529,P000995,Marketplace,Débito,Entregue,2,9.63,0.086,19.26,17.6,12.7,4.9,Uberlândia,MG,Varejo
V042514,2024-04-12,C000475,P000318,Online,Pix,Entregue,4,12.87,0.044,51.48,49.21,38.88,10.33,Campinas,SP,Varejo
V008021,2024-09-26,C000695,P000281,Marketplace,Crédito,Cancelado,3,5.4,0.198,16.2,12.99,11.46,1.53,Vitória da Conquista,BA,Corporate
V047345,2024-04-10,C001196,P000967,Online,Pix,Entregue,3,12.77,0.142,38.31,32.87,26.4,6.47,Contagem,MG,Premium
V039101,2025-05-28,C000208,P000958,Online,Crédito,Entregue,3,6.28,0.35,18.84,12.25,11.61,0.64,Porto Alegre,RS,Varejo
V038367,2024-09-28,C000024,P000469,Online,Crédito,Entregue,3,15.67,0.191,47.01,38.03,34.95,3.08,Jaboatão dos Guararapes,PE,Premium
V001013,2025-05-07,C000838,P000194,Televendas,Crédito,Entregue,3,12.89,0.069,38.67,36.0,27.27,8.73,Camaçari,BA,Varejo
V002248,2025-06-01,C000244,P000481,Loja Física,Débito,Entregue,5,14.87,0.224,74.35,57.7,60.1,-2.4,Recife,PE,Premium
V021318,2024-01-20,C001270,P000101,Marketplace,Boleto,Entregue,1,29.04,0.195,29.04,23.38,17.68,5.7,Vitória da Conquista,BA,Varejo
V044843,2024-01-05,C001042,P001054,Loja Física,Débito,Entregue,2,11.01,0.07,22.02,20.48,14.26,6.22,Caucaia,CE,Atacado
V033284,2024-03-24,C001216,P000835,Loja Física,Débito,Entregue,4,14.23,0.072,56.92,52.82,44.88,7.94,Vitória da Conquista,BA,Varejo
V037639,2025-07-21,C001043,P001045,Loja Física,Crédito,Entregue,1,26.59,0.054,26.59,25.15,19.65,5.5,Curitiba,PR,Corporate
V041587,2025-06-01,C000332,P000059,Online,Boleto,Entregue,1,18.16,0.35,18.16,11.8,12.41,-0.61,Belo Horizonte,MG,Varejo
V049129,2024-02-01,C001087,P000465,Loja Física,Crédito,Entregue,1,17.38,0.056,17.38,16.41,10.43,5.98,Blumenau,SC,Premium
V048363,2025-02-14,C001239,P000984,Loja Física,Débito,Entregue,4,10.91,0.078,43.64,40.24,31.6,8.64,Juazeiro do Norte,CE,Premium
V044020,2024-06-16,C000490,P001065,Loja Física,Pix,Entregue,2,4.16,0.069,8.32,7.75,6.5,1.25,Caucaia,CE,Premium
V020496,2025-01-23,C001333,P000277,Loja Física,Débito,Entregue,1,22.88,0.221,22.88,17.82,13.76,4.06,Niterói,RJ,Premium
V005568,2025-05-18,C000924,P000224,Loja Física,Débito,Entregue,5,8.57,0.215,42.85,33.64,26.4,7.24,Campos dos Goytacazes,RJ,Varejo
V011833,2024-09-27,C000820,P000795,Online,Crédito,Entregue,4,16.0,0.091,64.0,58.18,40.2,17.98,Belo Horizonte,MG,Varejo
V038331,2024-11-03,C000420,P000348,Loja Física,Débito,Cancelado,4,39.64,0.171,158.56,131.45,125.24,6.21,Curitiba,PR,Varejo
V032212,2024-04-16,C000622,P000570,Loja Física,Pix,Entregue,2,14.42,0.35,28.84,18.75,17.32,1.43,Vitória da Conquista,BA,Premium
V025616,2025-02-13,C000631,P000876,Online,Crédito,Entregue,2,8.1,0.123,16.2,14.21,12.98,1.23,Jaboatão dos Guararapes,PE,Varejo
V044932,2024-04-12,C001195,P001102,Televendas,Crédito,Entregue,4,9.54,0.232,38.16,29.31,30.8,-1.49,Campos dos Goytacazes,RJ,Varejo
V000232,2024-11-08,C001448,P000375,Loja Física,Pix,Entregue,4,29.96,0.099,119.84,107.98,74.08,33.9,Uberlândia,MG,Varejo
V038515,2024-03-12,C000306,P000571,Online,Pix,Entregue,2,11.73,0.051,23.46,22.26,13.34,8.92,Contagem,MG,Varejo
V041664,2025-01-19,C001382,P001050,Online,Débito,Entregue,5,15.58,0.35,77.9,50.64,63.35,-12.71,Juazeiro do Norte,CE,Atacado
V005978,2024-01-18,C001135,P000615,Online,Pix,Entregue,4,7.99,0.08,31.96,29.4,18.8,10.6,Salvador,BA,Atacado
V006649,2024-05-17,C000674,P000254,Marketplace,Crédito,Entregue,3,5.95,0.11,17.85,15.89,12.81,3.08,Santos,SP,Varejo
V040880,2024-09-06,C000198,P000751,Online,Pix,Entregue,3,18.25,0.201,54.75,43.75,35.52,8.23,Santa Maria,RS,Premium
V037519,2024-04-03,C001383,P000622,Loja Física,Crédito,Entregue,3,9.8,0.17,29.4,24.4,17.25,7.15,Rio de Janeiro,RJ,Atacado
V017610,2025-02-15,C000396,P000995,Marketplace,Pix,Devolvido,5,9.08,0.018,45.4,44.58,31.75,12.83,Brasília,DF,Atacado
V028060,2024-04-29,C000112,P000822,Loja Física,Crédito,Entregue,2,10.32,0.108,20.64,18.41,12.36,6.05,Brasília,DF,Varejo
V012258,2024-03-24,C000739,P000761,Online,Crédito,Entregue,1,7.13,0.133,7.13,6.18,4.57,1.61,Santos,SP,Premium
V023746,2025-07-25,C001326,P000463,Loja Física,Crédito,Entregue,4,17.5,0.213,70.0,55.09,48.8,6.29,Olinda,PE,Varejo
V021357,2024-01-15,C000658,P000786,Loja Física,Crédito,Entregue,3,18.75,0.144,56.25,48.15,32.67,15.48,Joinville,SC,Varejo
V002894,2024-09-12,C001180,P001102,Marketplace,Boleto,Entregue,2,10.16,0.086,20.32,18.57,15.4,3.17,Olinda,PE,Varejo
V024415,2025-07-12,C000071,P000564,Loja Física,Crédito,Entregue,4,19.97,0.172,79.88,66.14,47.16,18.98,Caucaia,CE,Varejo
V014230,2024-08-15,C001429,P000102,Online,Crédito,Entregue,2,10.33,0.146,20.66,17.64,16.7,0.94,Londrina,PR,Atacado
V023400,2024-09-09,C000979,P000838,Loja Física,Débito,Entregue,3,8.95,0.324,26.85,18.15,15.84,2.31,Santa Maria,RS,Varejo
V002639,2025-02-22,C000677,P000684,Online,Pix,Entregue,2,38.53,0.195,77.06,62.03,50.6,11.43,Uberlândia,MG,Atacado
V047262,2024-03-13,C000369,P000394,Marketplace,Pix,Entregue,1,4.88,0.336,4.88,3.24,3.8,-0.56,Jaboatão dos Guararapes,PE,Varejo
V010152,2024-07-17,C000658,P000914,Loja Física,Boleto,Entregue,4,13.03,0.022,52.12,50.97,35.2,15.77,Joinville,SC,Varejo
V045311,2024-11-21,C001317,P000396,Online,Pix,Entregue,5,18.97,0.201,94.85,75.79,56.0,19.79,Caruaru,PE,Atacado
V014418,2024-12-20,C000385,P000010,Loja Física,Crédito,Entregue,3,10.47,0.061,31.41,29.49,16.68,12.81,Recife,PE,Corporate
V039357,2025-06-24,C000575,P000487,Loja Física,Boleto,Cancelado,4,5.13,0.032,20.52,19.86,12.04,7.82,Campos dos Goytacazes,RJ,Varejo
V030251,2024-04-26,C000749,P000479,Televendas,Pix,Entregue,3,12.59,0.111,37.77,33.58,21.24,12.34,Juiz de Fora,MG,Varejo
V028593,2024-10-28,C001390,P000908,Online,Pix,Entregue,4,13.46,0.226,53.84,41.67,31.96,9.71,Caucaia,CE,Varejo
V048389,2024-02-08,C000031,P000220,Loja Física,Crédito,Entregue,4,15.45,0.227,61.8,47.77,39.24,8.53,Juiz de Fora,MG,Varejo
V021211,2024-09-18,C000064,P000392,Marketplace,Pix,Cancelado,11,24.7,0.04,271.7,260.83,154.99,105.84,Ponta Grossa,PR,Atacado
V042733,2024-11-02,C000652,P000094,Online,Pix,Entregue,1,7.58,0.214,7.58,5.96,5.76,0.2,Santos,SP,Atacado
V010971,2025-04-12,C000547,P000471,Online,Pix,Entregue,2,19.93,0.249,39.86,29.93,23.32,6.61,Maringá,PR,Varejo
V031538,2025-04-06,C001315,P000056,Televendas,Débito,Entregue,3,5.41,0.051,16.23,15.4,12.36,3.04,Santos,SP,Atacado
V026534,2024-10-08,C000118,P000773,Loja Física,Pix,Entregue,2,5.38,0.343,10.76,7.07,6.94,0.13,Sorocaba,SP,Varejo
V029312,2024-04-07,C001043,P001084,Online,Crédito,Entregue,3,12.83,0.122,38.49,33.79,26.49,7.3,Curitiba,PR,Corporate
V036836,2024-09-24,C000869,P000353,Online,Pix,Entregue,2,5.46,0.155,10.92,9.23,7.1,2.13,Niterói,RJ,Varejo
V005932,2025-05-03,C000204,P001085,Loja Física,Pix,Devolvido,3,10.13,0.196,30.39,24.43,19.98,4.45,Ribeirão Preto,SP,Varejo
V003805,2024-02-05,C001064,P000627,Loja Física,Débito,Entregue,2,6.45,0.031,12.9,12.5,9.6,2.9,São Paulo,SP,Varejo
V030203,2025-03-16,C001333,P000102,Loja Física,Crédito,Entregue,3,10.95,0.088,32.85,29.96,25.05,4.91,Niterói,RJ,Premium
V033212,2025-05-19,C000210,P000374,Loja Física,Crédito,Entregue,3,18.31,0.311,54.93,37.85,35.97,1.88,Belo Horizonte,MG,Corporate
V048170,2024-04-14,C000236,P000735,Loja Física,Crédito,Entregue,3,28.36,0.099,85.08,76.66,56.55,20.11,Maringá,PR,Varejo
V002981,2024-09-01,C000311,P000620,Online,Crédito,Entregue,1,8.06,0.099,8.06,7.26,5.0,2.26,Ponta Grossa,PR,Varejo
V016786,2024-11-16,C001373,P001169,Loja Física,Crédito,Entregue,2,23.61,0.056,47.22,44.58,31.88,12.7,Blumenau,SC,Atacado
V025498,2024-08-30,C000909,P000525,Online,Crédito,Entregue,1,13.96,0.053,13.96,13.22,11.05,2.17,Caxias do Sul,RS,Premium
V003738,2025-01-26,C000341,P000699,Marketplace,Pix,Entregue,1,8.84,0.35,8.84,5.75,5.28,0.47,Juiz de Fora,MG,Varejo
V031467,2024-12-09,C000952,P001193,Online,Crédito,Entregue,4,14.77,0.223,59.08,45.91,38.6,7.31,Olinda,PE,Premium
V021681,2024-08-01,C001331,P000450,Loja Física,Pix,Entregue,4,23.43,0.337,93.72,62.14,59.88,2.26,Caucaia,CE,Varejo
V047030,2024-05-04,C000005,P000196,Online,Crédito,Entregue,3,19.76,0.076,59.28,54.77,37.08,17.69,Volta Redonda,RJ,Varejo
V020993,2025-04-15,C001121,P000656,Loja Física,Crédito,Entregue,4,11.4,0.234,45.6,34.93,34.84,0.09,Taguatinga,DF,Premium
V023410,2025-06-22,C001087,P000383,Online,Débito,Entregue,6,11.04,0.138,66.24,57.1,37.02,20.08,Blumenau,SC,Premium
V004378,2024-09-26,C001087,P001062,Loja Física,Pix,Entregue,3,20.45,0.134,61.35,53.13,35.73,17.4,Blumenau,SC,Premium
V024848,2025-04-20,C000627,P000777,Loja Física,Crédito,Entregue,4,24.79,0.074,99.16,91.82,61.16,30.66,Uberlândia,MG,Varejo
V045656,2024-02-04,C000591,P000639,Online,Boleto,Entregue,3,12.9,0.115,38.7,34.25,21.69,12.56,Santos,SP,Corporate
V042861,2024-06-09,C000204,P000964,Online,Pix,Entregue,3,14.11,0.236,42.33,32.34,28.41,3.93,Ribeirão Preto,SP,Varejo
V043942,2024-11-03,C000052,P000924,Marketplace,Crédito,Entregue,6,7.42,0.138,44.52,38.38,27.06,11.32,Joinville,SC,Premium
V003096,2024-07-15,C000431,P000599,Online,Crédito,Entregue,4,21.57,0.316,86.28,59.02,47.96,11.06,Fortaleza,CE,Atacado
V036268,2024-05-21,C000357,P000342,Loja Física,Boleto,Entregue,3,15.31,0.264,45.93,33.8,26.43,7.37,Salvador,BA,Varejo
V014278,2024-10-04,C001497,P000917,Online,Crédito,Entregue,2,12.8,0.057,25.6,24.14,18.74,5.4,Salvador,BA,Varejo
V011592,2025-01-18,C000503,P000792,Online,Crédito,Entregue,2,9.09,0.138,18.18,15.67,13.02,2.65,Camaçari,BA,Varejo
V044476,2024-11-27,C000538,P001054,Online,Pix,Entregue,1,11.21,0.116,11.21,9.91,7.13,2.78,Ceilândia,DF,Atacado
V046566,2024-05-01,C001188,P001115,Online,Crédito,Entregue,2,9.62,0.148,19.24,16.39,14.52,1.87,Caucaia,CE,Varejo
V043711,2024-01-09,C000454,P001008,Online,Pix,Entregue,2,7.95,0.179,15.9,13.05,11.14,1.91,Juazeiro do Norte,CE,Atacado
V038692,2025-06-29,C001155,P000922,Online,Crédito,Entregue,3,13.92,0.35,41.76,27.14,23.46,3.68,Camaçari,BA,Corporate
V027025,2024-05-08,C001209,P001050,Online,Pix,Entregue,4,16.08,0.124,64.32,56.34,50.68,5.66,Ribeirão Preto,SP,Premium
V038845,2025-02-06,C000409,P000904,Online,Pix,Entregue,2,12.79,0.187,25.58,20.8,18.2,2.6,Fortaleza,CE,Varejo
V030142,2024-02-17,C001231,P001166,Online,Crédito,Entregue,2,15.99,0.202,31.98,25.52,23.36,2.16,Camaçari,BA,Atacado
V008395,2024-05-06,C000697,P000188,Online,Débito,Entregue,2,16.57,0.339,33.14,21.91,19.6,2.31,Santos,SP,Varejo
V004606,2025-02-11,C000800,P000847,Online,Pix,Entregue,5,25.69,0.222,128.45,99.93,79.3,20.63,Caucaia,CE,Varejo
V033052,2024-03-13,C000075,P000346,Online,Boleto,Cancelado,3,15.29,0.074,45.87,42.48,31.86,10.62,Juazeiro do Norte,CE,Varejo
V035010,2025-04-11,C000829,P000886,Loja Física,Pix,Entregue,5,9.69,0.08,48.45,44.57,32.0,12.57,Uberlândia,MG,Atacado
V016696,2024-03-29,C001307,P000279,Loja Física,Crédito,Entregue,4,6.88,0.154,27.52,23.28,20.32,2.96,Sorocaba,SP,Varejo
V024588,2024-01-16,C000724,P001053,Loja Física,Boleto,Entregue,2,26.8,0.193,53.6,43.26,30.0,13.26,Pelotas,RS,Premium
V018984,2024-07-06,C000106,P000939,Marketplace,Pix,Entregue,2,11.02,0.113,22.04,19.55,16.56,2.99,Curitiba,PR,Varejo
V005716,2025-04-25,C000663,P000679,Online,Pix,Entregue,1,12.77,0.065,12.77,11.94,8.17,3.77,Porto Alegre,RS,Varejo
V034076,2024-01-18,C000840,P000500,Online,Crédito,Entregue,2,6.29,0.058,12.58,11.85,9.14,2.71,Fortaleza,CE,Premium
V041052,2024-10-02,C000225,P000184,Marketplace,Pix,Entregue,5,16.94,0.123,84.7,74.28,51.2,23.08,Campos dos Goytacazes,RJ,Varejo
V022740,2025-02-21,C001397,P000389,Online,Crédito,Entregue,3,27.66,0.35,82.98,53.94,46.14,7.8,Santa Maria,RS,Premium
V032477,2024-08-01,C001120,P000005,Marketplace,Débito,Entregue,3,7.73,0.123,23.19,20.34,15.06,5.28,Florianópolis,SC,Varejo
V042199,2024-09-17,C001218,P000759,Online,Pix,Entregue,3,76.87,0.289,230.61,163.96,136.17,27.79,Blumenau,SC,Premium
V023866,2024-03-05,C001400,P000896,Loja Física,Débito,Entregue,2,10.84,0.2,21.68,17.34,16.2,1.14,Campinas,SP,Corporate
V048816,2024-08-21,C000356,P000114,Online,Débito,Entregue,4,4.16,0.18,16.64,13.64,10.28,3.36,Volta Redonda,RJ,Varejo
V042085,2025-08-04,C000542,P000946,Online,Pix,Entregue,3,26.85,0.114,80.55,71.37,46.47,24.9,Porto Alegre,RS,Corporate
V001877,2024-08-31,C000852,P000402,Loja Física,Pix,Entregue,6,12.26,0.071,73.56,68.34,56.1,12.24,Camaçari,BA,Premium
V007790,2024-10-19,C000499,P001035,Loja Física,Crédito,Entregue,3,13.79,0.076,41.37,38.23,27.33,10.9,Camaçari,BA,Varejo
V004306,2025-04-16,C000119,P000276,Loja Física,Pix,Entregue,5,17.32,0.309,86.6,59.84,50.85,8.99,Vitória da Conquista,BA,Varejo
V000626,2025-05-14,C000393,P000355,Online,Pix,Entregue,6,17.3,0.239,103.8,78.99,59.7,19.29,Campinas,SP,Corporate
V039756,2024-08-18,C001409,P001167,Online,Crédito,Entregue,3,19.95,0.119,59.85,52.73,38.01,14.72,Caucaia,CE,Premium
V015001,2024-04-17,C001468,P000178,Online,Pix,Devolvido,2,17.73,0.011,35.46,35.07,26.98,8.09,Caruaru,PE,Corporate
V015645,2024-05-30,C000839,P001181,Loja Física,Boleto,Entregue,2,16.2,0.047,32.4,30.88,21.58,9.3,Santa Maria,RS,Varejo
V030603,2025-02-13,C000174,P000421,Loja Física,Pix,Entregue,1,13.54,0.173,13.54,11.2,8.45,2.75,Santos,SP,Varejo
V029898,2025-01-28,C001118,P000113,Online,Crédito,Entregue,4,16.65,0.23,66.6,51.28,39.08,12.2,Salvador,BA,Varejo
V034420,2024-05-13,C000724,P000766,Loja Física,Pix,Entregue,2,33.29,0.316,66.58,45.54,52.14,-6.6,Pelotas,RS,Premium
V041101,2025-03-26,C000706,P001061,Loja Física,Crédito,Entregue,3,15.28,0.054,45.84,43.36,27.03,16.33,Ribeirão Preto,SP,Varejo
V014033,2025-04-29,C000166,P000005,Online,Crédito,Entregue,7,7.76,0.162,54.32,45.52,35.14,10.38,Belo Horizonte,MG,Varejo
V019141,2025-07-28,C000660,P000868,Online,Crédito,Entregue,3,12.97,0.163,38.91,32.57,24.39,8.18,Curitiba,PR,Varejo
V035631,2024-04-06,C000847,P000967,Online,Pix,Entregue,2,11.96,0.198,23.92,19.18,17.6,1.58,São Paulo,SP,Varejo
V048655,2024-01-25,C000274,P000647,Loja Física,Pix,Entregue,1,6.03,0.35,6.03,3.92,4.04,-0.12,Juiz de Fora,MG,Atacado
V035023,2025-03-04,C000056,P000368,Online,Pix,Entregue,5,9.79,0.058,48.95,46.11,33.7,12.41,Feira de Santana,BA,Varejo
V046127,2024-09-29,C000577,P000765,Televendas,Crédito,Entregue,3,11.54,0.139,34.62,29.81,23.49,6.32,Contagem,MG,Premium
V005611,2024-10-13,C000480,P000676,Online,Pix,Entregue,3,5.87,0.074,17.61,16.31,13.14,3.17,Recife,PE,Varejo
V039232,2025-07-29,C001158,P000522,Televendas,Pix,Entregue,2,17.72,0.247,35.44,26.69,26.54,0.15,Sorocaba,SP,Premium
V010645,2024-01-24,C000949,P000465,Online,Débito,Entregue,3,16.5,0.23,49.5,38.12,31.29,6.83,Camaçari,BA,Varejo
V049989,2025-01-08,C000287,P001170,Loja Física,Pix,Entregue,4,3.97,0.046,15.88,15.15,11.12,4.03,Salvador,BA,Varejo
V019372,2024-11-09,C001409,P000292,Online,Crédito,Entregue,3,8.55,0.124,25.65,22.47,14.19,8.28,Caucaia,CE,Premium
V035076,2025-06-13,C000771,P000076,Online,Pix,Entregue,3,7.28,0.266,21.84,16.03,13.47,2.56,Rio de Janeiro,RJ,Varejo
V045172,2025-07-23,C000470,P000917,Loja Física,Crédito,Entregue,3,12.03,0.201,36.09,28.84,28.11,0.73,Ribeirão Preto,SP,Varejo
V004385,2024-08-09,C001444,P000828,Online,Crédito,Entregue,3,10.17,0.252,30.51,22.82,21.3,1.52,Vitória da Conquista,BA,Corporate
V014459,2024-06-18,C000179,P000027,Online,Pix,Entregue,5,17.04,0.256,85.2,63.39,53.6,9.79,Gama,DF,Premium
V016477,2024-04-01,C000236,P000122,Loja Física,Crédito,Entregue,1,11.24,0.081,11.24,10.33,7.14,3.19,Maringá,PR,Varejo
V012762,2024-06-11,C000969,P000125,Online,Débito,Entregue,1,30.71,0.261,30.71,22.69,17.45,5.24,Santa Maria,RS,Varejo
V024555,2024-02-22,C001124,P000101,Online,Pix,Entregue,3,28.75,0.327,86.25,58.05,53.04,5.01,Sorocaba,SP,Atacado
V020454,2025-08-04,C000335,P000172,Loja Física,Débito,Entregue,2,20.41,0.279,40.82,29.43,31.76,-2.33,Ponta Grossa,PR,Varejo
V000481,2025-07-30,C000496,P000673,Loja Física,Crédito,Entregue,1,5.63,0.35,5.63,3.66,4.02,-0.36,Sorocaba,SP,Corporate
V037869,2025-06-27,C001306,P001100,Marketplace,Débito,Entregue,3,5.96,0.102,17.88,16.06,11.76,4.3,Caucaia,CE,Corporate
V042002,2025-06-13,C000101,P000365,Loja Física,Pix,Cancelado,6,13.33,0.063,79.98,74.94,62.7,12.24,Brasília,DF,Premium
V042704,2025-04-18,C000718,P000769,Online,Crédito,Entregue,2,21.16,0.315,42.32,28.99,25.4,3.59,Recife,PE,Corporate
V038466,2024-10-16,C000616,P000615,Marketplace,Boleto,Entregue,4,7.56,0.021,30.24,29.6,18.8,10.8,Fortaleza,CE,Varejo
V012981,2024-08-01,C000286,P000799,Online,Crédito,Entregue,3,21.25,0.063,63.75,59.73,43.89,15.84,Brasília,DF,Varejo
V009734,2024-06-03,C000141,P000738,Loja Física,Boleto,Entregue,2,12.1,0.182,24.2,19.8,14.24,5.56,Joinville,SC,Varejo
V026183,2024-09-06,C000015,P000234,Loja Física,Boleto,Entregue,4,17.07,0.034,68.28,65.96,42.56,23.4,Curitiba,PR,Corporate
V028681,2024-03-12,C000567,P001194,Loja Física,Pix,Entregue,1,5.42,0.35,5.42,3.52,3.53,-0.01,Maringá,PR,Atacado
V015190,2025-03-02,C000771,P000791,Online,Débito,Entregue,1,9.31,0.35,9.31,6.05,6.0,0.05,Rio de Janeiro,RJ,Varejo
V045947,2025-06-07,C000417,P000642,Loja Física,Pix,Entregue,2,10.2,0.104,20.4,18.28,14.62,3.66,Rio de Janeiro,RJ,Corporate
V036080,2024-10-28,C000734,P000149,Online,Crédito,Entregue,2,8.71,0.133,17.42,15.1,12.98,2.12,Juiz de Fora,MG,Corporate
V031256,2024-10-23,C001108,P000886,Loja Física,Pix,Entregue,4,10.02,0.22,40.08,31.26,25.6,5.66,Curitiba,PR,Corporate
V047127,2024-05-23,C001292,P000609,Marketplace,Crédito,Entregue,4,10.08,0.09,40.32,36.69,25.92,10.77,Ribeirão Preto,SP,Varejo
V026493,2025-03-01,C000794,P001085,Marketplace,Crédito,Entregue,7,9.89,0.163,69.23,57.95,46.62,11.33,Jaboatão dos Guararapes,PE,Varejo
V047923,2024-12-01,C000835,P001070,Online,Débito,Entregue,2,36.2,0.021,72.4,70.88,44.48,26.4,Chapecó,SC,Corporate
V007328,2025-01-13,C000852,P000794,Loja Física,Pix,Entregue,1,10.5,0.076,10.5,9.7,6.23,3.47,Camaçari,BA,Premium
V000274,2024-09-12,C000748,P000701,Online,Pix,Entregue,4,13.76,0.17,55.04,45.68,31.8,13.88,Pelotas,RS,Corporate
V029651,2025-06-06,C000147,P001156,Marketplace,Boleto,Entregue,3,12.27,0.117,36.81,32.5,23.64,8.86,Joinville,SC,Varejo
V032907,2025-03-13,C000245,P000364,Online,Pix,Entregue,4,32.02,0.324,128.08,86.58,87.76,-1.18,Niterói,RJ,Varejo
V015040,2024-01-10,C000584,P000379,Loja Física,Crédito,Entregue,2,30.41,0.101,60.82,54.68,41.2,13.48,Maracanaú,CE,Atacado
V023849,2024-07-11,C001013,P001188,Loja Física,Crédito,Cancelado,5,21.18,0.154,105.9,89.59,86.95,2.64,Rio de Janeiro,RJ,Varejo
V032854,2024-11-30,C000087,P000609,Loja Física,Pix,Cancelado,3,9.86,0.038,29.58,28.46,19.44,9.02,Niterói,RJ,Premium
V015109,2024-11-10,C000081,P000520,Online,Boleto,Entregue,2,8.58,0.085,17.16,15.7,12.56,3.14,Uberlândia,MG,Varejo
V016160,2025-05-27,C000596,P001181,Marketplace,Pix,Entregue,3,16.38,0.173,49.14,40.64,32.37,8.27,Ponta Grossa,PR,Varejo
V042475,2024-09-15,C000941,P000508,Online,Pix,Entregue,2,5.81,0.074,11.62,10.76,6.88,3.88,Camaçari,BA,Premium
V002175,2024-09-21,C000583,P000063,Loja Física,Boleto,Cancelado,7,8.63,0.205,60.41,48.03,42.49,5.54,Santos,SP,Varejo
V043099,2025-01-03,C001074,P000108,Loja Física,Crédito,Entregue,3,9.09,0.129,27.27,23.75,19.05,4.7,Caucaia,CE,Varejo
V026678,2024-12-21,C000479,P000331,Online,Pix,Entregue,4,6.12,0.35,24.48,15.91,17.84,-1.93,Contagem,MG,Varejo
V020125,2024-04-04,C000883,P000918,Loja Física,Débito,Entregue,3,11.18,0.18,33.54,27.5,19.08,8.42,São Paulo,SP,Premium
V046575,2024-03-14,C000460,P000612,Online,Pix,Entregue,4,43.88,0.025,175.52,171.13,104.16,66.97,Caucaia,CE,Varejo
V038342,2024-05-26,C000407,P000733,Online,Crédito,Entregue,4,6.42,0.072,25.68,23.83,16.96,6.87,Santos,SP,Varejo
V031064,2024-02-26,C000487,P000044,Online,Crédito,Entregue,3,24.45,0.01,73.35,72.62,51.81,20.81,Pelotas,RS,Premium
V004352,2025-06-18,C001072,P000327,Online,Débito,Entregue,5,57.83,0.244,289.15,218.6,164.45,54.15,Vitória da Conquista,BA,Premium
